run_name,run_id,test_f1,test_roc_auc,test_precision,test_recall,test_accuracy,cv_f1_mean,cv_f1_std,train_time_seconds
baseline_gradient_boosting,81a2978ae06a4ad9835bbd3ab9635c7c,0.8449396471680595,0.925734625749105,0.8302919708029197,0.8601134215500945,0.8504254366323332,0.8409359327559456,0.004790049840937409,1.154
baseline_random_forest,f05ee8272563465e89f2ef188290c971,0.8471223021582733,0.916836262719704,0.8078902229845626,0.8903591682419659,0.8477384684281236,0.8423482130475423,0.004620420953202058,0.657
baseline_svm,06b41c74913e44de9ff0f5a695f46535,0.8531656937584194,0.919402324739573,0.8126603934987169,0.8979206049149339,0.8535602328705777,0.8440805423975183,0.006219344238553111,9.126
gb_com_pca,6d4a6c3c7bfa4abe81a03a5d6d94a4ae,0.8176334106728538,0.9021019185134538,0.8030993618960802,0.832703213610586,0.8240035826242723,0.8295761060218684,0.006583629812729767,4.683
rf_com_pca,7d2936f584c94092bde842bb958c7bf8,0.8361173814898419,0.9026899408760005,0.8003457216940363,0.8752362948960303,0.8374384236453202,0.8331111634752537,0.00442420301560281,1.995
gb_com_lda,efd89160683a417c954a99062369f0c8,0.8207244383310408,0.9028049712424083,0.7969723953695459,0.8459357277882797,0.8248992386923422,0.8201460038892835,0.005922731716168574,0.54
rf_com_lda,26a6f515d30848fe94150b65e981902d,0.8166969147005445,0.8986859992760325,0.7853403141361257,0.8506616257088847,0.8190774742498881,0.8145463438029147,0.005708054726967284,0.749
